now_time,predict_time,id,lon,lat,10UV,MSL,ob,10UV_-1,ob_-1,ob_-2,ob_-3,ob_-4,ob_-5,ob_-6,ob_-7,ob_-8,ob_-9,ob_-10,ob_-11,ob_-12,ob_-13,ob_-14,ob_-15
2015-09-24 08:00:00,2015-09-25 20:00:00,59334,118.198,23.635,6.735574391055287,1.4332995039746947,4.4,6.116077169404254,3.4,5.3,4.8,2.1,2.7,5.2,5.0,5.9,5.6,5.9,6.3,5.9,4.5,5.8,5.5
2015-09-25 08:00:00,2015-09-26 20:00:00,59334,118.198,23.635,10.958494411052728,1.919574043145758,3.9,8.009801447366806,4.3,3.4,5.3,4.8,2.1,2.7,5.2,5.0,5.9,5.6,5.9,6.3,5.9,4.5,5.8
2015-09-26 08:00:00,2015-09-27 20:00:00,59334,118.198,23.635,12.295203828492784,3.3494147251344657,5.3,11.560921720905096,4.4,4.3,3.4,5.3,4.8,2.1,2.7,5.2,5.0,5.9,5.6,5.9,6.3,5.9,4.5
2015-09-27 08:00:00,2015-09-28 20:00:00,59334,118.198,23.635,10.006746332229108,6.2230733318871225,6.1,12.044845190246965,3.9,4.4,4.3,3.4,5.3,4.8,2.1,2.7,5.2,5.0,5.9,5.6,5.9,6.3,5.9
2015-09-28 08:00:00,2015-09-29 20:00:00,59334,118.198,23.635,9.708808307371354,0.08049773604886923,2.6,13.96996418634002,5.3,3.9,4.4,4.3,3.4,5.3,4.8,2.1,2.7,5.2,5.0,5.9,5.6,5.9,6.3
2015-09-29 08:00:00,2015-09-30 20:00:00,59334,118.198,23.635,5.626284858189129,0.5866398040958529,2.2,8.790521373839601,6.1,5.3,3.9,4.4,4.3,3.4,5.3,4.8,2.1,2.7,5.2,5.0,5.9,5.6,5.9
2016-06-30 08:00:00,2016-07-01 20:00:00,59334,118.198,23.635,4.589966862182908,0.24961680547323795,3.2,5.181253787628696,3.4,6.8,6.2,3.6,4.0,4.6,4.9,4.6,4.7,5.1,4.5,5.0,6.2,6.8,7.0
2016-07-01 08:00:00,2016-07-02 20:00:00,59334,118.198,23.635,5.061860053030581,0.3243806975324333,4.8,4.538747699006458,2.9,3.4,6.8,6.2,3.6,4.0,4.6,4.9,4.6,4.7,5.1,4.5,5.0,6.2,6.8
2016-07-02 08:00:00,2016-07-03 20:00:00,59334,118.198,23.635,5.058529469182057,0.15024867319436908,4.5,5.348759309721621,3.2,2.9,3.4,6.8,6.2,3.6,4.0,4.6,4.9,4.6,4.7,5.1,4.5,5.0,6.2
2016-07-03 08:00:00,2016-07-04 20:00:00,59334,118.198,23.635,5.732266978671877,1.1893938876141874,3.7,5.297698734683215,4.8,3.2,2.9,3.4,6.8,6.2,3.6,4.0,4.6,4.9,4.6,4.7,5.1,4.5,5.0
2016-07-04 08:00:00,2016-07-05 20:00:00,59334,118.198,23.635,3.7043484197999637,2.1063192676789413,3.6,5.387231945514459,4.5,4.8,3.2,2.9,3.4,6.8,6.2,3.6,4.0,4.6,4.9,4.6,4.7,5.1,4.5
2016-07-05 08:00:00,2016-07-06 20:00:00,59334,118.198,23.635,8.810605182500348,2.7020140996081636,9.9,3.9345943533692775,3.7,4.5,4.8,3.2,2.9,3.4,6.8,6.2,3.6,4.0,4.6,4.9,4.6,4.7,5.1
2016-07-06 08:00:00,2016-07-07 20:00:00,59334,118.198,23.635,11.07565734406768,3.5482880122084453,9.6,9.377516091014137,3.6,3.7,4.5,4.8,3.2,2.9,3.4,6.8,6.2,3.6,4.0,4.6,4.9,4.6,4.7
2016-07-07 08:00:00,2016-07-08 20:00:00,59334,118.198,23.635,13.075509440223383,5.291027516247823,14.1,12.131380853651304,9.9,3.6,3.7,4.5,4.8,3.2,2.9,3.4,6.8,6.2,3.6,4.0,4.6,4.9,4.6
2016-07-08 08:00:00,2016-07-09 20:00:00,59334,118.198,23.635,11.458340471057037,2.7999563072552287,15.1,13.547251454241204,9.6,9.9,3.6,3.7,4.5,4.8,3.2,2.9,3.4,6.8,6.2,3.6,4.0,4.6,4.9
2016-07-09 08:00:00,2016-07-10 20:00:00,59334,118.198,23.635,10.127313919174242,2.444565460676131,11.6,11.828901987704036,14.1,9.6,9.9,3.6,3.7,4.5,4.8,3.2,2.9,3.4,6.8,6.2,3.6,4.0,4.6
2016-07-10 08:00:00,2016-07-11 20:00:00,59334,118.198,23.635,8.228669470874937,0.9220615686002702,7.6,9.077093173584082,15.1,14.1,9.6,9.9,3.6,3.7,4.5,4.8,3.2,2.9,3.4,6.8,6.2,3.6,4.0
2016-07-11 08:00:00,2016-07-12 20:00:00,59334,118.198,23.635,8.20246179461615,0.34229999077240336,8.2,8.978248627893297,11.6,15.1,14.1,9.6,9.9,3.6,3.7,4.5,4.8,3.2,2.9,3.4,6.8,6.2,3.6
2016-07-12 08:00:00,2016-07-13 20:00:00,59334,118.198,23.635,6.233779128041292,0.2637740479248123,10.6,8.24848225689621,7.6,11.6,15.1,14.1,9.6,9.9,3.6,3.7,4.5,4.8,3.2,2.9,3.4,6.8,6.2
2016-07-13 08:00:00,2016-07-14 20:00:00,59334,118.198,23.635,5.48074116773093,0.6971949370554285,4.8,6.164769346250341,8.2,7.6,11.6,15.1,14.1,9.6,9.9,3.6,3.7,4.5,4.8,3.2,2.9,3.4,6.8
