now_time,predict_time,id,lon,lat,10UV,MSL,ob,10UV_-1,ob_-1,ob_-2,ob_-3,ob_-4,ob_-5,ob_-6,ob_-7,ob_-8,ob_-9,ob_-10,ob_-11,ob_-12,ob_-13,ob_-14,ob_-15
2015-07-01 08:00:00,2015-07-02 20:00:00,59320,117.15,23.767,4.307590794489033,0.6459744235570497,1.8,4.053308750107998,2.9,2.0,2.1,4.4,2.7,2.0,2.6,4.9,5.5,4.8,3.2,2.4,4.9,3.7,3.8
2015-07-02 08:00:00,2015-07-03 20:00:00,59320,117.15,23.767,1.9466729447024107,0.794136875830759,1.8,3.3105289651081407,2.6,2.9,2.0,2.1,4.4,2.7,2.0,2.6,4.9,5.5,4.8,3.2,2.4,4.9,3.7
2015-07-03 08:00:00,2015-07-04 20:00:00,59320,117.15,23.767,0.8693701472174301,1.7163746795224597,4.8,2.164073417556224,1.8,2.6,2.9,2.0,2.1,4.4,2.7,2.0,2.6,4.9,5.5,4.8,3.2,2.4,4.9
2015-07-04 08:00:00,2015-07-05 20:00:00,59320,117.15,23.767,1.3829095127797288,2.634088838924868,6.7,2.7838735607323724,1.8,1.8,2.6,2.9,2.0,2.1,4.4,2.7,2.0,2.6,4.9,5.5,4.8,3.2,2.4
2015-07-05 08:00:00,2015-07-06 20:00:00,59320,117.15,23.767,2.363301876162192,2.830812788117328,3.0,1.4642048925285616,4.8,1.8,1.8,2.6,2.9,2.0,2.1,4.4,2.7,2.0,2.6,4.9,5.5,4.8,3.2
2015-07-06 08:00:00,2015-07-07 20:00:00,59320,117.15,23.767,4.22849108938938,4.600025451598185,5.3,1.6767905211037029,6.7,4.8,1.8,1.8,2.6,2.9,2.0,2.1,4.4,2.7,2.0,2.6,4.9,5.5,4.8
2015-07-07 08:00:00,2015-07-08 20:00:00,59320,117.15,23.767,19.58594264973721,6.483257898920216,13.4,5.596617516603842,3.0,6.7,4.8,1.8,1.8,2.6,2.9,2.0,2.1,4.4,2.7,2.0,2.6,4.9,5.5
2015-07-08 08:00:00,2015-07-09 20:00:00,59320,117.15,23.767,4.1674464694991125,2.9551254905583164,6.2,8.65124114188197,5.3,3.0,6.7,4.8,1.8,1.8,2.6,2.9,2.0,2.1,4.4,2.7,2.0,2.6,4.9
2015-07-09 08:00:00,2015-07-10 20:00:00,59320,117.15,23.767,4.568975152693708,4.808161579087936,5.4,4.232810775502909,13.4,5.3,3.0,6.7,4.8,1.8,1.8,2.6,2.9,2.0,2.1,4.4,2.7,2.0,2.6
2015-07-10 08:00:00,2015-07-11 20:00:00,59320,117.15,23.767,2.918147242551893,3.059500188480115,3.8,4.5747792174656094,6.2,13.4,5.3,3.0,6.7,4.8,1.8,1.8,2.6,2.9,2.0,2.1,4.4,2.7,2.0
2015-07-11 08:00:00,2015-07-12 20:00:00,59320,117.15,23.767,0.8288919614231698,2.3260278830603056,4.4,2.5318667388346805,5.4,6.2,13.4,5.3,3.0,6.7,4.8,1.8,1.8,2.6,2.9,2.0,2.1,4.4,2.7
2015-07-12 08:00:00,2015-07-13 20:00:00,59320,117.15,23.767,1.1264028905617312,1.6012200755149024,2.7,1.0103496651499366,3.8,5.4,6.2,13.4,5.3,3.0,6.7,4.8,1.8,1.8,2.6,2.9,2.0,2.1,4.4
2015-07-13 08:00:00,2015-07-14 20:00:00,59320,117.15,23.767,1.1626806615613292,1.0611197642036814,3.0,1.0467308237007755,4.4,3.8,5.4,6.2,13.4,5.3,3.0,6.7,4.8,1.8,1.8,2.6,2.9,2.0,2.1
2015-07-14 08:00:00,2015-07-15 20:00:00,59320,117.15,23.767,0.9616516969303684,1.3687232034096724,1.6,1.0090924604255809,2.7,4.4,3.8,5.4,6.2,13.4,5.3,3.0,6.7,4.8,1.8,1.8,2.6,2.9,2.0
2015-07-15 08:00:00,2015-07-16 20:00:00,59320,117.15,23.767,1.4089425191009024,1.1244773320984225,2.2,0.9089670496626664,3.0,2.7,4.4,3.8,5.4,6.2,13.4,5.3,3.0,6.7,4.8,1.8,1.8,2.6,2.9
2015-07-16 08:00:00,2015-07-17 20:00:00,59320,117.15,23.767,3.0903923380661986,1.8562639197514272,2.2,1.5939931072386833,1.6,3.0,2.7,4.4,3.8,5.4,6.2,13.4,5.3,3.0,6.7,4.8,1.8,1.8,2.6
2015-07-17 08:00:00,2015-07-18 20:00:00,59320,117.15,23.767,4.533419300545708,2.996307848392803,6.2,2.408044288542228,2.2,1.6,3.0,2.7,4.4,3.8,5.4,6.2,13.4,5.3,3.0,6.7,4.8,1.8,1.8
2015-07-18 08:00:00,2015-07-19 20:00:00,59320,117.15,23.767,1.0814794573576516,0.8902880831566335,5.0,3.9742193226893816,2.2,2.2,1.6,3.0,2.7,4.4,3.8,5.4,6.2,13.4,5.3,3.0,6.7,4.8,1.8
2015-07-19 08:00:00,2015-07-20 20:00:00,59320,117.15,23.767,7.081858573160278,1.5143545859375536,10.6,4.7447439257134505,6.2,2.2,2.2,1.6,3.0,2.7,4.4,3.8,5.4,6.2,13.4,5.3,3.0,6.7,4.8
2015-07-20 08:00:00,2015-07-21 20:00:00,59320,117.15,23.767,4.8455756974718796,0.9719233955162281,4.8,6.485022592081518,5.0,6.2,2.2,2.2,1.6,3.0,2.7,4.4,3.8,5.4,6.2,13.4,5.3,3.0,6.7
2015-07-21 08:00:00,2015-07-22 20:00:00,59320,117.15,23.767,4.276773536599672,0.2070197153486788,4.0,5.602844888877679,10.6,5.0,6.2,2.2,2.2,1.6,3.0,2.7,4.4,3.8,5.4,6.2,13.4,5.3,3.0
2015-07-22 08:00:00,2015-07-23 20:00:00,59320,117.15,23.767,3.537540567555875,0.8832761800406388,2.4,2.424401960649288,4.8,10.6,5.0,6.2,2.2,2.2,1.6,3.0,2.7,4.4,3.8,5.4,6.2,13.4,5.3
2015-07-23 08:00:00,2015-07-24 20:00:00,59320,117.15,23.767,3.122255361442948,0.3221923899745889,2.1,4.054444408316228,4.0,4.8,10.6,5.0,6.2,2.2,2.2,1.6,3.0,2.7,4.4,3.8,5.4,6.2,13.4
