now_time,predict_time,id,lon,lat,10UV,MSL,ob,ob_-1,ob_-2,ob_-3,ob_-4,ob_-5,ob_-6,ob_-7,ob_-8,ob_-9,ob_-10,ob_-11,ob_-12,ob_-13,ob_-14,ob_-15
2016-05-01 08:00:00,2016-05-01 20:00:00,F6031,118.113,24.331,1.8640667491640008,1.2808860803573907,1.3,2.4,2.0,2.3,1.5,0.7,1.3,1.7,1.3,1.9,1.1,1.1,2.2,2.0,5.9,0.8
2016-05-02 08:00:00,2016-05-02 20:00:00,F6031,118.113,24.331,5.9579608574780885,1.2630595172702217,1.5,1.3,2.4,2.0,2.3,1.5,0.7,1.3,1.7,1.3,1.9,1.1,1.1,2.2,2.0,5.9
2016-05-03 08:00:00,2016-05-03 20:00:00,F6031,118.113,24.331,4.973592218401514,2.1349466421925167,3.8,1.5,1.3,2.4,2.0,2.3,1.5,0.7,1.3,1.7,1.3,1.9,1.1,1.1,2.2,2.0
2016-05-04 08:00:00,2016-05-04 20:00:00,F6031,118.113,24.331,1.5296738009286064,1.0734921820929912,0.8,3.8,1.5,1.3,2.4,2.0,2.3,1.5,0.7,1.3,1.7,1.3,1.9,1.1,1.1,2.2
2016-05-05 08:00:00,2016-05-05 20:00:00,F6031,118.113,24.331,3.6562053539611936,1.3360391748205984,4.2,0.8,3.8,1.5,1.3,2.4,2.0,2.3,1.5,0.7,1.3,1.7,1.3,1.9,1.1,1.1
2016-05-06 08:00:00,2016-05-06 20:00:00,F6031,118.113,24.331,2.564922506364314,1.2212621953884764,1.7,4.2,0.8,3.8,1.5,1.3,2.4,2.0,2.3,1.5,0.7,1.3,1.7,1.3,1.9,1.1
2016-05-07 08:00:00,2016-05-07 20:00:00,F6031,118.113,24.331,2.395738006462828,1.2818634979992112,2.3,1.7,4.2,0.8,3.8,1.5,1.3,2.4,2.0,2.3,1.5,0.7,1.3,1.7,1.3,1.9
2016-05-08 08:00:00,2016-05-08 20:00:00,F6031,118.113,24.331,2.8317154493897183,1.7483094604242524,2.2,2.3,1.7,4.2,0.8,3.8,1.5,1.3,2.4,2.0,2.3,1.5,0.7,1.3,1.7,1.3
2016-05-09 08:00:00,2016-05-09 20:00:00,F6031,118.113,24.331,5.516066029955248,0.7342714942535622,2.9,2.2,2.3,1.7,4.2,0.8,3.8,1.5,1.3,2.4,2.0,2.3,1.5,0.7,1.3,1.7
2016-05-10 08:00:00,2016-05-10 20:00:00,F6031,118.113,24.331,8.77075301410804,2.8152266636147942,3.3,2.9,2.2,2.3,1.7,4.2,0.8,3.8,1.5,1.3,2.4,2.0,2.3,1.5,0.7,1.3
2016-05-11 08:00:00,2016-05-11 20:00:00,F6031,118.113,24.331,6.577757690448331,2.0477624358508137,1.3,3.3,2.9,2.2,2.3,1.7,4.2,0.8,3.8,1.5,1.3,2.4,2.0,2.3,1.5,0.7
2016-05-12 08:00:00,2016-05-12 20:00:00,F6031,118.113,24.331,3.641367527012785,2.6486004223190776,1.7,1.3,3.3,2.9,2.2,2.3,1.7,4.2,0.8,3.8,1.5,1.3,2.4,2.0,2.3,1.5
2016-05-13 08:00:00,2016-05-13 20:00:00,F6031,118.113,24.331,6.91042155678221,2.4471157833379493,1.7,1.7,1.3,3.3,2.9,2.2,2.3,1.7,4.2,0.8,3.8,1.5,1.3,2.4,2.0,2.3
2016-05-14 08:00:00,2016-05-14 20:00:00,F6031,118.113,24.331,3.667984512717973,1.450208975785927,1.7,1.7,1.7,1.3,3.3,2.9,2.2,2.3,1.7,4.2,0.8,3.8,1.5,1.3,2.4,2.0
2016-05-15 08:00:00,2016-05-15 20:00:00,F6031,118.113,24.331,4.944865247545507,3.1962564484219915,1.7,1.7,1.7,1.7,1.3,3.3,2.9,2.2,2.3,1.7,4.2,0.8,3.8,1.5,1.3,2.4
2016-05-16 08:00:00,2016-05-16 20:00:00,F6031,118.113,24.331,8.904260023172357,2.366297908439037,3.2,1.7,1.7,1.7,1.7,1.3,3.3,2.9,2.2,2.3,1.7,4.2,0.8,3.8,1.5,1.3
2016-05-17 08:00:00,2016-05-17 20:00:00,F6031,118.113,24.331,7.203136620152877,1.9869304510697248,2.3,3.2,1.7,1.7,1.7,1.7,1.3,3.3,2.9,2.2,2.3,1.7,4.2,0.8,3.8,1.5
2016-05-18 08:00:00,2016-05-18 20:00:00,F6031,118.113,24.331,5.769865162577492,1.6913758332107136,1.8,2.3,3.2,1.7,1.7,1.7,1.7,1.3,3.3,2.9,2.2,2.3,1.7,4.2,0.8,3.8
2016-05-19 08:00:00,2016-05-19 20:00:00,F6031,118.113,24.331,5.23589451971278,1.9362832795152367,1.9,1.8,2.3,3.2,1.7,1.7,1.7,1.7,1.3,3.3,2.9,2.2,2.3,1.7,4.2,0.8
2016-05-20 08:00:00,2016-05-20 20:00:00,F6031,118.113,24.331,4.953635228900359,1.9696570382191112,1.3,1.9,1.8,2.3,3.2,1.7,1.7,1.7,1.7,1.3,3.3,2.9,2.2,2.3,1.7,4.2
2016-05-21 08:00:00,2016-05-21 20:00:00,F6031,118.113,24.331,8.720917509174766,2.279996945203038,1.6,1.3,1.9,1.8,2.3,3.2,1.7,1.7,1.7,1.7,1.3,3.3,2.9,2.2,2.3,1.7
2016-05-22 08:00:00,2016-05-22 20:00:00,F6031,118.113,24.331,6.201254988441421,3.1669544466948314,1.8,1.6,1.3,1.9,1.8,2.3,3.2,1.7,1.7,1.7,1.7,1.3,3.3,2.9,2.2,2.3
2016-05-23 08:00:00,2016-05-23 20:00:00,F6031,118.113,24.331,3.863137395993666,2.124278200558137,1.1,1.8,1.6,1.3,1.9,1.8,2.3,3.2,1.7,1.7,1.7,1.7,1.3,3.3,2.9,2.2
2016-05-24 08:00:00,2016-05-24 20:00:00,F6031,118.113,24.331,3.6964341607162834,2.134802296180851,1.8,1.1,1.8,1.6,1.3,1.9,1.8,2.3,3.2,1.7,1.7,1.7,1.7,1.3,3.3,2.9
2016-05-25 08:00:00,2016-05-25 20:00:00,F6031,118.113,24.331,3.656922275193337,2.700322751104409,1.5,1.8,1.1,1.8,1.6,1.3,1.9,1.8,2.3,3.2,1.7,1.7,1.7,1.7,1.3,3.3
2016-05-26 08:00:00,2016-05-26 20:00:00,F6031,118.113,24.331,1.690242845907528,2.7136359677884907,0.8,1.5,1.8,1.1,1.8,1.6,1.3,1.9,1.8,2.3,3.2,1.7,1.7,1.7,1.7,1.3
2016-05-27 08:00:00,2016-05-27 20:00:00,F6031,118.113,24.331,5.466291216480527,1.5201307130058694,3.3,0.8,1.5,1.8,1.1,1.8,1.6,1.3,1.9,1.8,2.3,3.2,1.7,1.7,1.7,1.7
2016-05-28 08:00:00,2016-05-28 20:00:00,F6031,118.113,24.331,5.629158807887894,1.3490968772795209,2.5,3.3,0.8,1.5,1.8,1.1,1.8,1.6,1.3,1.9,1.8,2.3,3.2,1.7,1.7,1.7
2016-05-29 08:00:00,2016-05-29 20:00:00,F6031,118.113,24.331,5.144610219165337,1.485350712065042,3.6,2.5,3.3,0.8,1.5,1.8,1.1,1.8,1.6,1.3,1.9,1.8,2.3,3.2,1.7,1.7
