now_time,predict_time,id,lon,lat,10UV,MSL,ob,ob_-1,ob_-2,ob_-3,ob_-4,ob_-5,ob_-6,ob_-7,ob_-8,ob_-9,ob_-10,ob_-11,ob_-12,ob_-13,ob_-14,ob_-15
2016-05-01 08:00:00,2016-05-01 20:00:00,F6119,117.369,23.569000000000006,4.180692922437994,1.0658408180246397,2.8,5.3,5.3,8.6,3.3,3.9,6.0,5.8,4.7,2.9,2.4,10.9,12.4,9.0,6.2,7.2
2016-05-02 08:00:00,2016-05-02 20:00:00,F6119,117.369,23.569000000000006,5.43159098966061,1.4557100189900891,5.6,2.8,5.3,5.3,8.6,3.3,3.9,6.0,5.8,4.7,2.9,2.4,10.9,12.4,9.0,6.2
2016-05-03 08:00:00,2016-05-03 20:00:00,F6119,117.369,23.569000000000006,6.2078830868113135,1.5276230363226662,7.3,5.6,2.8,5.3,5.3,8.6,3.3,3.9,6.0,5.8,4.7,2.9,2.4,10.9,12.4,9.0
2016-05-04 08:00:00,2016-05-04 20:00:00,F6119,117.369,23.569000000000006,2.302508742632655,0.8489148245120077,2.1,7.3,5.6,2.8,5.3,5.3,8.6,3.3,3.9,6.0,5.8,4.7,2.9,2.4,10.9,12.4
2016-05-23 08:00:00,2016-05-23 20:00:00,F6119,117.369,23.569000000000006,4.9790237389494125,1.6714776780255534,6.6,8.8,11.8,8.3,6.3,10.7,8.4,6.9,10.7,10.0,9.8,8.1,5.7,12.9,6.1,2.1
2016-05-24 08:00:00,2016-05-24 20:00:00,F6119,117.369,23.569000000000006,5.785987619660418,1.8152208813203288,6.4,6.6,8.8,11.8,8.3,6.3,10.7,8.4,6.9,10.7,10.0,9.8,8.1,5.7,12.9,6.1
2016-05-25 08:00:00,2016-05-25 20:00:00,F6119,117.369,23.569000000000006,6.969858999542687,2.171711536709722,4.6,6.4,6.6,8.8,11.8,8.3,6.3,10.7,8.4,6.9,10.7,10.0,9.8,8.1,5.7,12.9
2016-05-26 08:00:00,2016-05-26 20:00:00,F6119,117.369,23.569000000000006,4.431654920911722,2.4282295769291977,6.0,4.6,6.4,6.6,8.8,11.8,8.3,6.3,10.7,8.4,6.9,10.7,10.0,9.8,8.1,5.7
2016-05-27 08:00:00,2016-05-27 20:00:00,F6119,117.369,23.569000000000006,5.155932450595405,1.214804763792472,6.3,6.0,4.6,6.4,6.6,8.8,11.8,8.3,6.3,10.7,8.4,6.9,10.7,10.0,9.8,8.1
2016-05-28 08:00:00,2016-05-28 20:00:00,F6119,117.369,23.569000000000006,6.225118529895494,1.3961009231868502,7.8,6.3,6.0,4.6,6.4,6.6,8.8,11.8,8.3,6.3,10.7,8.4,6.9,10.7,10.0,9.8
2016-05-29 08:00:00,2016-05-29 20:00:00,F6119,117.369,23.569000000000006,5.6871280650879585,1.3620014116982022,7.3,7.8,6.3,6.0,4.6,6.4,6.6,8.8,11.8,8.3,6.3,10.7,8.4,6.9,10.7,10.0
2016-05-30 08:00:00,2016-05-30 20:00:00,F6119,117.369,23.569000000000006,5.517486942992708,1.6059719181309902,3.7,7.3,7.8,6.3,6.0,4.6,6.4,6.6,8.8,11.8,8.3,6.3,10.7,8.4,6.9,10.7
2016-05-31 08:00:00,2016-05-31 20:00:00,F6119,117.369,23.569000000000006,8.1703349835481,1.948902606058141,7.3,3.7,7.3,7.8,6.3,6.0,4.6,6.4,6.6,8.8,11.8,8.3,6.3,10.7,8.4,6.9
