now_time,predict_time,id,lon,lat,10UV,MSL,ob,10UV_-1,ob_-1,ob_-2,ob_-3,ob_-4,ob_-5,ob_-6,ob_-7,ob_-8,ob_-9,ob_-10,ob_-11,ob_-12,ob_-13,ob_-14,ob_-15
2015-09-30 08:00:00,2015-10-01 20:00:00,59334,118.198,23.635,8.490174285548713,2.6706452718602804,7.4,4.26634069194562,2.6,6.1,5.3,3.9,4.4,4.3,3.4,5.3,4.8,2.1,2.7,5.2,5.0,5.9,5.6
2015-10-01 08:00:00,2015-10-02 20:00:00,59334,118.198,23.635,11.070861463459986,2.4565692010771727,4.8,11.351329167671087,2.2,2.6,6.1,5.3,3.9,4.4,4.3,3.4,5.3,4.8,2.1,2.7,5.2,5.0,5.9
2015-10-02 08:00:00,2015-10-03 20:00:00,59334,118.198,23.635,10.126797913542802,1.3893271875389246,7.4,11.214151392135332,7.4,2.2,2.6,6.1,5.3,3.9,4.4,4.3,3.4,5.3,4.8,2.1,2.7,5.2,5.0
2015-10-03 08:00:00,2015-10-04 20:00:00,59334,118.198,23.635,9.599939508428953,1.4979514724465162,7.0,10.156729196155446,4.8,7.4,2.2,2.6,6.1,5.3,3.9,4.4,4.3,3.4,5.3,4.8,2.1,2.7,5.2
2015-10-04 08:00:00,2015-10-05 20:00:00,59334,118.198,23.635,9.260129209895707,1.9197285866135871,6.0,9.80734857811289,7.4,4.8,7.4,2.2,2.6,6.1,5.3,3.9,4.4,4.3,3.4,5.3,4.8,2.1,2.7
2015-10-05 08:00:00,2015-10-06 20:00:00,59334,118.198,23.635,8.731937376379483,1.780435456838859,4.5,9.755331922373056,7.0,7.4,4.8,7.4,2.2,2.6,6.1,5.3,3.9,4.4,4.3,3.4,5.3,4.8,2.1
2015-10-06 08:00:00,2015-10-07 20:00:00,59334,118.198,23.635,3.5079874789447243,0.5377715238607834,5.3,7.981994376368289,6.0,7.0,7.4,4.8,7.4,2.2,2.6,6.1,5.3,3.9,4.4,4.3,3.4,5.3,4.8
2015-10-07 08:00:00,2015-10-08 20:00:00,59334,118.198,23.635,9.109169325845397,1.7187558452391158,5.8,4.698182052659523,4.5,6.0,7.0,7.4,4.8,7.4,2.2,2.6,6.1,5.3,3.9,4.4,4.3,3.4,5.3
2015-10-08 08:00:00,2015-10-09 20:00:00,59334,118.198,23.635,11.527038660398828,2.05276556703609,5.3,11.538701021052802,5.3,4.5,6.0,7.0,7.4,4.8,7.4,2.2,2.6,6.1,5.3,3.9,4.4,4.3,3.4
2015-10-09 08:00:00,2015-10-10 20:00:00,59334,118.198,23.635,11.984936560462025,3.158849974895701,6.4,12.252199153012281,5.8,5.3,4.5,6.0,7.0,7.4,4.8,7.4,2.2,2.6,6.1,5.3,3.9,4.4,4.3
