id,time,ob
F6054,2017-11-01 08:00:00,11.7
F6054,2017-11-02 08:00:00,10.8
F6054,2017-11-03 08:00:00,15.7
F6054,2017-11-04 08:00:00,21.9
F6054,2017-11-05 08:00:00,18.2
F6054,2017-11-06 08:00:00,10.9
F6054,2017-11-07 08:00:00,6.6
F6054,2017-11-08 08:00:00,14.5
F6054,2017-11-09 08:00:00,15.5
F6054,2017-11-10 08:00:00,11.5
F6054,2017-11-11 08:00:00,17.5
F6054,2017-11-12 08:00:00,16.0
F6054,2017-11-13 08:00:00,13.7
F6054,2017-11-14 08:00:00,9.9
F6054,2017-11-15 08:00:00,10.1
F6054,2017-11-16 08:00:00,10.3
F6054,2017-11-17 08:00:00,3.6
F6054,2017-11-18 08:00:00,20.9
F6054,2017-11-19 08:00:00,19.3
F6054,2017-11-20 08:00:00,13.8
F6054,2017-11-21 08:00:00,13.7
F6054,2017-11-22 08:00:00,10.1
F6054,2017-11-23 08:00:00,17.2
F6054,2017-11-24 08:00:00,17.9
F6054,2017-11-25 08:00:00,14.2
F6054,2017-11-26 08:00:00,13.2
F6054,2017-11-27 08:00:00,13.5
F6054,2017-11-28 08:00:00,8.7
F6054,2017-11-29 08:00:00,9.6
F6054,2017-11-30 08:00:00,17.2
F6054,2017-12-01 08:00:00,18.3
F6054,2017-12-02 08:00:00,18.1
F6054,2017-12-03 08:00:00,14.2
F6054,2017-12-04 08:00:00,16.1
F6054,2017-12-05 08:00:00,15.3
F6054,2017-12-06 08:00:00,13.9
F6054,2017-12-07 08:00:00,12.3
F6054,2017-12-08 08:00:00,16.8
F6054,2017-12-09 08:00:00,12.0
F6054,2017-12-10 08:00:00,6.0
F6054,2017-12-11 08:00:00,17.0
F6054,2017-12-12 08:00:00,16.4
F6054,2017-12-13 08:00:00,18.3
F6054,2017-12-14 08:00:00,14.9
F6054,2017-12-15 08:00:00,9.5
F6054,2017-12-17 08:00:00,14.4
F6054,2017-12-18 08:00:00,16.0
F6054,2017-12-26 08:00:00,12.7
F6054,2017-12-27 08:00:00,14.4
F6054,2018-12-26 08:00:00,7.9
F6054,2018-12-27 08:00:00,17.3
F6054,2018-12-28 08:00:00,22.4
F6054,2018-12-29 08:00:00,18.3
F6054,2018-12-30 08:00:00,18.0
F6054,2019-01-06 08:00:00,15.1
F6054,2019-01-07 08:00:00,9.8
F6054,2019-01-09 08:00:00,14.5
F6054,2019-01-10 08:00:00,9.3
F6054,2019-01-11 08:00:00,8.4
F6054,2019-01-12 08:00:00,13.1
F6054,2019-01-13 08:00:00,13.3
F6054,2019-01-14 08:00:00,12.8
