id,time,ob
F6060,2016-06-08 08:00:00,3.4
F6060,2016-06-09 08:00:00,6.1
F6060,2016-06-10 08:00:00,8.9
F6060,2016-06-11 08:00:00,5.5
F6060,2016-06-12 08:00:00,9.5
F6060,2016-06-13 08:00:00,7.0
F6060,2016-06-14 08:00:00,7.7
F6060,2016-06-15 08:00:00,9.3
F6060,2016-06-16 08:00:00,7.7
F6060,2016-06-17 08:00:00,9.5
F6060,2016-06-18 08:00:00,4.9
F6060,2016-06-19 08:00:00,7.4
F6060,2016-06-20 08:00:00,5.7
F6060,2016-06-21 08:00:00,5.4
F6060,2016-06-22 08:00:00,5.7
F6060,2016-06-23 08:00:00,5.7
F6060,2016-06-24 08:00:00,2.6
F6060,2016-07-09 08:00:00,16.2
F6060,2016-07-10 08:00:00,6.3
F6060,2016-07-11 08:00:00,10.9
F6060,2016-07-12 08:00:00,8.3
F6060,2016-07-13 08:00:00,7.2
F6060,2016-07-14 08:00:00,3.8
F6060,2016-07-15 08:00:00,5.0
F6060,2016-07-16 08:00:00,4.0
F6060,2016-07-17 08:00:00,6.8
F6060,2016-07-18 08:00:00,5.7
F6060,2016-07-19 08:00:00,5.5
F6060,2016-07-20 08:00:00,6.8
F6060,2016-07-21 08:00:00,6.9
F6060,2016-07-22 08:00:00,4.0
F6060,2016-07-23 08:00:00,4.6
F6060,2016-07-24 08:00:00,4.8
F6060,2016-07-25 08:00:00,6.1
F6060,2016-07-26 08:00:00,5.5
F6060,2016-07-27 08:00:00,4.9
F6060,2016-07-28 08:00:00,6.7
F6060,2016-07-29 08:00:00,4.3
F6060,2016-07-30 08:00:00,5.9
F6060,2016-07-31 08:00:00,10.5
F6060,2016-08-01 08:00:00,23.5
F6060,2016-08-02 08:00:00,7.4
F6060,2016-08-03 08:00:00,4.0
F6060,2016-08-04 08:00:00,5.5
F6060,2016-08-05 08:00:00,5.2
F6060,2016-08-12 08:00:00,5.8
F6060,2016-08-13 08:00:00,7.6
F6060,2016-08-14 08:00:00,14.4
F6060,2016-08-15 08:00:00,14.4
F6060,2016-08-16 08:00:00,10.0
F6060,2016-08-17 08:00:00,10.1
F6060,2016-08-18 08:00:00,9.4
F6060,2016-08-19 08:00:00,4.8
F6060,2016-08-20 08:00:00,3.3
F6060,2016-08-21 08:00:00,4.4
F6060,2016-08-22 08:00:00,4.9
F6060,2016-08-23 08:00:00,6.2
F6060,2016-08-24 08:00:00,5.7
F6060,2016-08-25 08:00:00,3.3
F6060,2016-08-26 08:00:00,5.2
F6060,2016-08-27 08:00:00,4.6
F6060,2016-08-28 08:00:00,9.5
F6060,2016-08-29 08:00:00,10.3
F6060,2016-08-30 08:00:00,6.8
F6060,2016-08-31 08:00:00,6.0
F6060,2016-09-01 08:00:00,7.8
F6060,2016-09-02 08:00:00,7.2
F6060,2016-09-03 08:00:00,12.8
F6060,2016-09-04 08:00:00,10.7
F6060,2016-09-05 08:00:00,12.1
F6060,2016-09-06 08:00:00,8.6
F6060,2016-09-07 08:00:00,8.1
F6060,2016-09-08 08:00:00,6.0
F6060,2016-09-09 08:00:00,5.9
F6060,2016-09-10 08:00:00,2.9
F6060,2016-09-11 08:00:00,5.1
F6060,2016-09-12 08:00:00,10.8
F6060,2016-09-13 08:00:00,9.6
F6060,2016-09-14 08:00:00,20.6
F6060,2016-09-15 08:00:00,7.9
F6060,2016-09-16 08:00:00,5.4
F6060,2016-09-17 08:00:00,3.9
F6060,2016-09-18 08:00:00,4.6
F6060,2016-09-19 08:00:00,8.6
F6060,2016-09-20 08:00:00,13.0
F6060,2016-09-21 08:00:00,13.5
F6060,2016-09-22 08:00:00,10.7
F6060,2016-09-23 08:00:00,10.9
F6060,2016-09-24 08:00:00,11.3
F6060,2016-09-25 08:00:00,10.8
F6060,2016-09-26 08:00:00,9.4
F6060,2016-09-27 08:00:00,8.8
F6060,2016-10-21 08:00:00,11.6
F6060,2016-10-22 08:00:00,7.0
F6060,2016-10-23 08:00:00,2.9
F6060,2016-10-24 08:00:00,11.5
F6060,2016-10-25 08:00:00,5.3
F6060,2016-10-26 08:00:00,5.2
F6060,2016-10-27 08:00:00,3.1
F6060,2016-10-28 08:00:00,5.5
F6060,2016-10-29 08:00:00,17.2
F6060,2016-10-30 08:00:00,16.5
F6060,2016-10-31 08:00:00,13.0
F6060,2016-11-01 08:00:00,19.9
F6060,2016-11-02 08:00:00,16.5
F6060,2016-11-03 08:00:00,15.0
F6060,2016-11-04 08:00:00,9.7
F6060,2016-11-05 08:00:00,4.8
F6060,2016-11-06 08:00:00,8.0
F6060,2016-11-07 08:00:00,7.1
F6060,2016-11-08 08:00:00,16.7
F6060,2016-11-09 08:00:00,18.0
F6060,2016-11-10 08:00:00,10.2
F6060,2016-11-11 08:00:00,12.2
F6060,2016-11-12 08:00:00,6.2
F6060,2016-11-13 08:00:00,3.6
F6060,2016-11-14 08:00:00,4.3
F6060,2016-11-15 08:00:00,12.1
F6060,2016-11-16 08:00:00,10.6
F6060,2016-11-17 08:00:00,9.4
F6060,2016-11-18 08:00:00,7.7
F6060,2016-11-19 08:00:00,5.4
F6060,2016-11-20 08:00:00,13.1
