now_time,predict_time,id,lon,lat,10UV,MSL,ob,10UV_-1,ob_-1,ob_-2,ob_-3,ob_-4,ob_-5,ob_-6,ob_-7,ob_-8,ob_-9,ob_-10,ob_-11,ob_-12,ob_-13,ob_-14,ob_-15
2015-11-30 08:00:00,2015-12-01 20:00:00,F2286,118.131,24.269,4.197808079315042,0.8108649936280017,6.1,8.175097449103246,8.1,9.1,11.8,13.4,10.0,10.1,13.4,7.8,9.3,8.4,9.1,6.8,3.1,6.5,7.0
2016-01-01 08:00:00,2016-01-02 20:00:00,F2286,118.131,24.269,2.5705416646615187,0.9837393696675464,6.7,6.357070936590848,13.4,10.8,11.4,11.8,13.3,6.0,8.5,8.3,4.0,6.3,6.5,8.3,11.5,13.7,13.6
2016-01-02 08:00:00,2016-01-03 20:00:00,F2286,118.131,24.269,2.422588008237796,0.8676310377063601,3.5,2.498665766223217,14.5,13.4,10.8,11.4,11.8,13.3,6.0,8.5,8.3,4.0,6.3,6.5,8.3,11.5,13.7
2016-01-03 08:00:00,2016-01-04 20:00:00,F2286,118.131,24.269,3.269109663785578,1.1091952897047577,4.2,2.670144385686976,6.7,14.5,13.4,10.8,11.4,11.8,13.3,6.0,8.5,8.3,4.0,6.3,6.5,8.3,11.5
2016-01-04 08:00:00,2016-01-05 20:00:00,F2286,118.131,24.269,6.068979739064035,1.3911900985370949,6.8,2.6934857435386133,3.5,6.7,14.5,13.4,10.8,11.4,11.8,13.3,6.0,8.5,8.3,4.0,6.3,6.5,8.3
2016-01-05 08:00:00,2016-01-06 20:00:00,F2286,118.131,24.269,10.004908805509416,1.833640685465412,11.5,6.99811451165113,4.2,3.5,6.7,14.5,13.4,10.8,11.4,11.8,13.3,6.0,8.5,8.3,4.0,6.3,6.5
2016-01-06 08:00:00,2016-01-07 20:00:00,F2286,118.131,24.269,7.51401304068467,1.4692141481408498,9.0,10.220786398568855,6.8,4.2,3.5,6.7,14.5,13.4,10.8,11.4,11.8,13.3,6.0,8.5,8.3,4.0,6.3
2016-01-07 08:00:00,2016-01-08 20:00:00,F2286,118.131,24.269,8.734586199013656,2.49729974453453,9.1,7.309065086288081,11.5,6.8,4.2,3.5,6.7,14.5,13.4,10.8,11.4,11.8,13.3,6.0,8.5,8.3,4.0
2016-01-08 08:00:00,2016-01-09 20:00:00,F2286,118.131,24.269,6.603952447453726,1.87721423056064,8.9,9.470772257775769,9.0,11.5,6.8,4.2,3.5,6.7,14.5,13.4,10.8,11.4,11.8,13.3,6.0,8.5,8.3
2016-01-09 08:00:00,2016-01-10 20:00:00,F2286,118.131,24.269,6.041202043312937,1.015986431890724,7.1,7.051684037314862,9.1,9.0,11.5,6.8,4.2,3.5,6.7,14.5,13.4,10.8,11.4,11.8,13.3,6.0,8.5
2016-01-10 08:00:00,2016-01-11 20:00:00,F2286,118.131,24.269,9.468307819766423,2.3272302126266595,9.2,7.407856720465994,8.9,9.1,9.0,11.5,6.8,4.2,3.5,6.7,14.5,13.4,10.8,11.4,11.8,13.3,6.0
2016-01-11 08:00:00,2016-01-12 20:00:00,F2286,118.131,24.269,9.441397842441267,2.3687739427941783,9.1,9.965176780866221,7.1,8.9,9.1,9.0,11.5,6.8,4.2,3.5,6.7,14.5,13.4,10.8,11.4,11.8,13.3
2016-01-12 08:00:00,2016-01-13 20:00:00,F2286,118.131,24.269,8.17042730774975,2.1778619896348346,9.3,9.39608033934939,9.2,7.1,8.9,9.1,9.0,11.5,6.8,4.2,3.5,6.7,14.5,13.4,10.8,11.4,11.8
2016-01-13 08:00:00,2016-01-14 20:00:00,F2286,118.131,24.269,7.253475642323885,1.6023025676751104,8.0,7.7683088765008925,9.1,9.2,7.1,8.9,9.1,9.0,11.5,6.8,4.2,3.5,6.7,14.5,13.4,10.8,11.4
