now_time,predict_time,id,lon,lat,10UV,MSL,ob,10UV_-1,10UV_-2,ob_-1,ob_-2,ob_-3,ob_-4,ob_-5,ob_-6,ob_-7,ob_-8,ob_-9,ob_-10,ob_-11,ob_-12,ob_-13,ob_-14,ob_-15
2015-09-24 08:00:00,2015-09-26 20:00:00,59334,118.198,23.635,10.434263853419964,1.3585513452610485,3.9,6.735574391055287,6.116077169404254,3.4,5.3,4.8,2.1,2.7,5.2,5.0,5.9,5.6,5.9,6.3,5.9,4.5,5.8,5.5
2015-09-25 08:00:00,2015-09-27 20:00:00,59334,118.198,23.635,10.456227994825113,2.701691531224128,5.3,10.958494411052728,8.009801447366806,4.3,3.4,5.3,4.8,2.1,2.7,5.2,5.0,5.9,5.6,5.9,6.3,5.9,4.5,5.8
2015-09-26 08:00:00,2015-09-28 20:00:00,59334,118.198,23.635,13.002976464432635,6.162044458211312,6.1,12.295203828492784,11.560921720905096,4.4,4.3,3.4,5.3,4.8,2.1,2.7,5.2,5.0,5.9,5.6,5.9,6.3,5.9,4.5
2015-09-27 08:00:00,2015-09-29 20:00:00,59334,118.198,23.635,8.03224610775202,0.4121103436593785,2.6,10.006746332229108,12.044845190246965,3.9,4.4,4.3,3.4,5.3,4.8,2.1,2.7,5.2,5.0,5.9,5.6,5.9,6.3,5.9
2015-09-28 08:00:00,2015-09-30 20:00:00,59334,118.198,23.635,6.009314405511388,0.3347984548452132,2.2,9.708808307371354,13.96996418634002,5.3,3.9,4.4,4.3,3.4,5.3,4.8,2.1,2.7,5.2,5.0,5.9,5.6,5.9,6.3
2016-06-29 08:00:00,2016-07-01 20:00:00,59334,118.198,23.635,5.905525306573408,0.17713868399403054,3.2,4.331446794182906,5.054687300134785,6.8,6.2,3.6,4.0,4.6,4.9,4.6,4.7,5.1,4.5,5.0,6.2,6.8,7.0,7.1
2016-06-30 08:00:00,2016-07-02 20:00:00,59334,118.198,23.635,4.746674773011342,0.37063950335800655,4.8,4.589966862182908,5.181253787628696,3.4,6.8,6.2,3.6,4.0,4.6,4.9,4.6,4.7,5.1,4.5,5.0,6.2,6.8,7.0
2016-07-01 08:00:00,2016-07-03 20:00:00,59334,118.198,23.635,4.463726596041682,0.5301161884242447,4.5,5.061860053030581,4.538747699006458,2.9,3.4,6.8,6.2,3.6,4.0,4.6,4.9,4.6,4.7,5.1,4.5,5.0,6.2,6.8
2016-07-02 08:00:00,2016-07-04 20:00:00,59334,118.198,23.635,6.428402530304822,0.7361330139959819,3.7,5.058529469182057,5.348759309721621,3.2,2.9,3.4,6.8,6.2,3.6,4.0,4.6,4.9,4.6,4.7,5.1,4.5,5.0,6.2
2016-07-03 08:00:00,2016-07-05 20:00:00,59334,118.198,23.635,3.89389217474783,1.840480185346564,3.6,5.732266978671877,5.297698734683215,4.8,3.2,2.9,3.4,6.8,6.2,3.6,4.0,4.6,4.9,4.6,4.7,5.1,4.5,5.0
