predict_time,MSL,ob,10UV,ob_p
2015-07-03 20:00:00,1.5102742364363166,1.5,6.3927764058128975,3.5663602
2015-07-04 20:00:00,2.0585611860830118,2.4,4.213361135919975,3.0437977
2015-07-05 20:00:00,2.7251282260862126,4.5,6.884884356363784,3.1886597
2015-07-06 20:00:00,2.7844559226073216,2.9,2.070344580663932,2.4116
2015-07-07 20:00:00,3.4911665366244047,1.9,4.365081976624101,2.316632
2015-07-08 20:00:00,3.0586119341611493,4.8,8.653609703102445,3.0427144
2015-07-09 20:00:00,4.387945653993938,2.4,6.092508143015735,5.2413683
2015-07-10 20:00:00,3.349932806404353,2.3,8.417822624404003,4.2491164
2015-07-11 20:00:00,2.4320978139402314,1.6,5.6289999097967085,3.7114577
2015-07-12 20:00:00,2.8352649115370236,1.4,4.669733974420557,3.0852575
2015-07-13 20:00:00,2.57102577118576,2.2,2.7466931500765184,2.4754946
2015-07-14 20:00:00,1.8484069058349641,1.7,2.889448504184143,2.444643
2015-07-15 20:00:00,1.6622065954609295,1.4,1.5918039710304392,2.2624116
2015-07-16 20:00:00,1.7137126320274092,1.7,2.6609942580756663,2.0103052
2015-07-17 20:00:00,2.757551921347158,1.8,3.9766674853603576,1.9226875
2015-07-18 20:00:00,3.3545130212787626,2.1,4.654309200935746,2.5143623
2015-07-19 20:00:00,2.201255230825268,3.7,3.6559911257991065,3.1670456
2015-07-20 20:00:00,0.5567145477604072,5.2,9.330127034226793,2.169386
2015-07-21 20:00:00,1.6719944041226429,5.4,9.321027895868278,4.536102
2015-07-22 20:00:00,0.6903898491779046,3.8,7.5880254411290995,4.0931697
2015-07-23 20:00:00,0.8395887953429337,3.3,5.855352226927326,3.389718
2015-07-24 20:00:00,0.5417320551399598,2.1,6.258292347689157,3.0702763
2015-07-25 20:00:00,1.0303986633688282,3.8,6.13545325031772,3.1554813
2015-07-26 20:00:00,1.4123461213656583,3.0,6.449509023639814,3.1586022
2015-07-27 20:00:00,1.5635751635038562,1.5,5.042951949011138,3.0000694
2015-07-28 20:00:00,1.1354909060037244,3.6,5.673899788755282,2.980012
2015-07-29 20:00:00,1.5858179138233484,3.6,5.46524967654791,3.0630438
