now_time,predict_time,id,lon,lat,10UV,MSL,ob,ob_-1,ob_-2,ob_-3,ob_-4,ob_-5,ob_-6,ob_-7,ob_-8,ob_-9,ob_-10,ob_-11,ob_-12,ob_-13,ob_-14,ob_-15
2015-10-13 08:00:00,2015-10-13 20:00:00,59127,117.833,24.433000000000003,2.3814083290462817,3.4500859943577784,2.7,4.3,4.3,5.6,4.3,5.4,2.3,2.9,3.0,2.9,2.2,4.1,4.3,2.8,7.4,11.7
2015-10-14 08:00:00,2015-10-14 20:00:00,59127,117.833,24.433000000000003,1.8140935324493823,2.9223807718838084,3.3,2.7,4.3,4.3,5.6,4.3,5.4,2.3,2.9,3.0,2.9,2.2,4.1,4.3,2.8,7.4
2015-10-15 08:00:00,2015-10-15 20:00:00,59127,117.833,24.433000000000003,2.0235370900158296,3.7713329251623686,2.5,3.3,2.7,4.3,4.3,5.6,4.3,5.4,2.3,2.9,3.0,2.9,2.2,4.1,4.3,2.8
2015-10-16 08:00:00,2015-10-16 20:00:00,59127,117.833,24.433000000000003,2.9550430692591854,4.599674551243652,3.2,2.5,3.3,2.7,4.3,4.3,5.6,4.3,5.4,2.3,2.9,3.0,2.9,2.2,4.1,4.3
2015-10-17 08:00:00,2015-10-17 20:00:00,59127,117.833,24.433000000000003,2.876080388690617,4.7180613404913165,4.4,3.2,2.5,3.3,2.7,4.3,4.3,5.6,4.3,5.4,2.3,2.9,3.0,2.9,2.2,4.1
2015-10-18 08:00:00,2015-10-18 20:00:00,59127,117.833,24.433000000000003,2.375228616221873,4.802441223661389,4.1,4.4,3.2,2.5,3.3,2.7,4.3,4.3,5.6,4.3,5.4,2.3,2.9,3.0,2.9,2.2
2015-10-19 08:00:00,2015-10-19 20:00:00,59127,117.833,24.433000000000003,2.7839609901202973,5.126761034237688,3.7,4.1,4.4,3.2,2.5,3.3,2.7,4.3,4.3,5.6,4.3,5.4,2.3,2.9,3.0,2.9
2015-10-20 08:00:00,2015-10-20 20:00:00,59127,117.833,24.433000000000003,2.5907516581995105,5.007895321548176,2.8,3.7,4.1,4.4,3.2,2.5,3.3,2.7,4.3,4.3,5.6,4.3,5.4,2.3,2.9,3.0
2015-10-21 08:00:00,2015-10-21 20:00:00,59127,117.833,24.433000000000003,2.127176224087208,4.773397393538404,3.9,2.8,3.7,4.1,4.4,3.2,2.5,3.3,2.7,4.3,4.3,5.6,4.3,5.4,2.3,2.9
2015-10-22 08:00:00,2015-10-22 20:00:00,59127,117.833,24.433000000000003,2.4942570591071185,3.4051176343058387,4.2,3.9,2.8,3.7,4.1,4.4,3.2,2.5,3.3,2.7,4.3,4.3,5.6,4.3,5.4,2.3
2015-10-23 08:00:00,2015-10-23 20:00:00,59127,117.833,24.433000000000003,1.3148174800887191,3.1370407771086093,3.2,4.2,3.9,2.8,3.7,4.1,4.4,3.2,2.5,3.3,2.7,4.3,4.3,5.6,4.3,5.4
2015-10-24 08:00:00,2015-10-24 20:00:00,59127,117.833,24.433000000000003,2.317348741795067,3.4422956768953554,2.1,3.2,4.2,3.9,2.8,3.7,4.1,4.4,3.2,2.5,3.3,2.7,4.3,4.3,5.6,4.3
