now_time,predict_time,id,lon,lat,10UV,MSL,ob,ob_-1,ob_-2,ob_-3,ob_-4,ob_-5,ob_-6,ob_-7,ob_-8,ob_-9,ob_-10,ob_-11,ob_-12,ob_-13,ob_-14,ob_-15
2016-01-01 08:00:00,2016-01-01 20:00:00,59321,117.533,23.75,7.467155635658479,0.8850971243750791,12.3,8.3,8.0,12.4,14.0,11.1,7.2,10.8,8.1,3.7,8.8,6.9,7.0,9.2,10.4,7.9
2016-01-02 08:00:00,2016-01-02 20:00:00,59321,117.533,23.75,3.8760873981582105,0.6405653299352707,8.9,12.3,8.3,8.0,12.4,14.0,11.1,7.2,10.8,8.1,3.7,8.8,6.9,7.0,9.2,10.4
2016-01-03 08:00:00,2016-01-03 20:00:00,59321,117.533,23.75,4.154441393607105,1.0416968416233203,3.2,8.9,12.3,8.3,8.0,12.4,14.0,11.1,7.2,10.8,8.1,3.7,8.8,6.9,7.0,9.2
2016-01-04 08:00:00,2016-01-04 20:00:00,59321,117.533,23.75,3.3588480683861306,0.9979295395656892,3.0,3.2,8.9,12.3,8.3,8.0,12.4,14.0,11.1,7.2,10.8,8.1,3.7,8.8,6.9,7.0
2016-01-05 08:00:00,2016-01-05 20:00:00,59321,117.533,23.75,6.710066364977343,1.5162383570810791,5.0,3.0,3.2,8.9,12.3,8.3,8.0,12.4,14.0,11.1,7.2,10.8,8.1,3.7,8.8,6.9
2016-01-06 08:00:00,2016-01-06 20:00:00,59321,117.533,23.75,10.820696044933255,2.0039400274480386,12.5,5.0,3.0,3.2,8.9,12.3,8.3,8.0,12.4,14.0,11.1,7.2,10.8,8.1,3.7,8.8
2016-01-07 08:00:00,2016-01-07 20:00:00,59321,117.533,23.75,7.813819590308442,1.201145423594312,10.0,12.5,5.0,3.0,3.2,8.9,12.3,8.3,8.0,12.4,14.0,11.1,7.2,10.8,8.1,3.7
2016-01-08 08:00:00,2016-01-08 20:00:00,59321,117.533,23.75,10.3152847840656,2.7979450006923803,12.6,10.0,12.5,5.0,3.0,3.2,8.9,12.3,8.3,8.0,12.4,14.0,11.1,7.2,10.8,8.1
2016-01-09 08:00:00,2016-01-09 20:00:00,59321,117.533,23.75,8.337562576475692,1.6050880926472928,10.9,12.6,10.0,12.5,5.0,3.0,3.2,8.9,12.3,8.3,8.0,12.4,14.0,11.1,7.2,10.8
2016-01-10 08:00:00,2016-01-10 20:00:00,59321,117.533,23.75,8.267996318764908,1.7173534534310877,8.9,10.9,12.6,10.0,12.5,5.0,3.0,3.2,8.9,12.3,8.3,8.0,12.4,14.0,11.1,7.2
2016-01-11 08:00:00,2016-01-11 20:00:00,59321,117.533,23.75,9.87287155113601,2.239248586146118,10.2,8.9,10.9,12.6,10.0,12.5,5.0,3.0,3.2,8.9,12.3,8.3,8.0,12.4,14.0,11.1
2016-01-12 08:00:00,2016-01-12 20:00:00,59321,117.533,23.75,9.898369431101493,1.844904460138877,8.7,10.2,8.9,10.9,12.6,10.0,12.5,5.0,3.0,3.2,8.9,12.3,8.3,8.0,12.4,14.0
2016-01-13 08:00:00,2016-01-13 20:00:00,59321,117.533,23.75,8.968306714921967,1.8816124398738336,10.3,8.7,10.2,8.9,10.9,12.6,10.0,12.5,5.0,3.0,3.2,8.9,12.3,8.3,8.0,12.4
2016-01-14 08:00:00,2016-01-14 20:00:00,59321,117.533,23.75,7.997544752410297,1.2799982616841137,11.5,10.3,8.7,10.2,8.9,10.9,12.6,10.0,12.5,5.0,3.0,3.2,8.9,12.3,8.3,8.0
2016-01-15 08:00:00,2016-01-15 20:00:00,59321,117.533,23.75,8.9055452352424,1.9207471564150185,9.8,11.5,10.3,8.7,10.2,8.9,10.9,12.6,10.0,12.5,5.0,3.0,3.2,8.9,12.3,8.3
