now_time,predict_time,id,lon,lat,10UV,MSL,ob,ob_-1,ob_-2,ob_-3,ob_-4,ob_-5,ob_-6,ob_-7,ob_-8,ob_-9,ob_-10,ob_-11,ob_-12,ob_-13,ob_-14,ob_-15
2016-01-01 08:00:00,2016-01-01 20:00:00,F2286,118.131,24.269,6.357070936590848,0.7217806430660403,14.5,13.4,10.8,11.4,11.8,13.3,6.0,8.5,8.3,4.0,6.3,6.5,8.3,11.5,13.7,13.6
2016-01-02 08:00:00,2016-01-02 20:00:00,F2286,118.131,24.269,2.498665766223217,0.5887372915804008,6.7,14.5,13.4,10.8,11.4,11.8,13.3,6.0,8.5,8.3,4.0,6.3,6.5,8.3,11.5,13.7
2016-01-03 08:00:00,2016-01-03 20:00:00,F2286,118.131,24.269,2.670144385686976,0.920670949754708,3.5,6.7,14.5,13.4,10.8,11.4,11.8,13.3,6.0,8.5,8.3,4.0,6.3,6.5,8.3,11.5
2016-01-04 08:00:00,2016-01-04 20:00:00,F2286,118.131,24.269,2.6934857435386133,0.9590666794132404,4.2,3.5,6.7,14.5,13.4,10.8,11.4,11.8,13.3,6.0,8.5,8.3,4.0,6.3,6.5,8.3
2016-01-05 08:00:00,2016-01-05 20:00:00,F2286,118.131,24.269,6.99811451165113,1.4410640156943373,6.8,4.2,3.5,6.7,14.5,13.4,10.8,11.4,11.8,13.3,6.0,8.5,8.3,4.0,6.3,6.5
2016-01-06 08:00:00,2016-01-06 20:00:00,F2286,118.131,24.269,10.220786398568855,1.9816447039980856,11.5,6.8,4.2,3.5,6.7,14.5,13.4,10.8,11.4,11.8,13.3,6.0,8.5,8.3,4.0,6.3
2016-01-07 08:00:00,2016-01-07 20:00:00,F2286,118.131,24.269,7.309065086288081,1.3614066971246075,9.0,11.5,6.8,4.2,3.5,6.7,14.5,13.4,10.8,11.4,11.8,13.3,6.0,8.5,8.3,4.0
2016-01-08 08:00:00,2016-01-08 20:00:00,F2286,118.131,24.269,9.470772257775769,2.553799762087237,9.1,9.0,11.5,6.8,4.2,3.5,6.7,14.5,13.4,10.8,11.4,11.8,13.3,6.0,8.5,8.3
2016-01-09 08:00:00,2016-01-09 20:00:00,F2286,118.131,24.269,7.051684037314862,1.750908158447828,8.9,9.1,9.0,11.5,6.8,4.2,3.5,6.7,14.5,13.4,10.8,11.4,11.8,13.3,6.0,8.5
2016-01-10 08:00:00,2016-01-10 20:00:00,F2286,118.131,24.269,7.407856720465994,1.4105687750536615,7.1,8.9,9.1,9.0,11.5,6.8,4.2,3.5,6.7,14.5,13.4,10.8,11.4,11.8,13.3,6.0
2016-01-11 08:00:00,2016-01-11 20:00:00,F2286,118.131,24.269,9.965176780866221,2.3723623096692563,9.2,7.1,8.9,9.1,9.0,11.5,6.8,4.2,3.5,6.7,14.5,13.4,10.8,11.4,11.8,13.3
